Household No.,DIS,Relationship,Gender,Age,Marital status,Educational Level,Ethnicity,Employment status,Employment_sector,Income PP,Income FP,Income SP,Income TP,neighborhood_shop,main_super_market,mini_super_market,home_delivery,own_field,govt_ngo,online,neighbors,fairs,bank_city,bank_near,local_financial,atm_city,atm_near,online_banking,post_office,work_from_home,come_from_home,come_from_renthouse,come_from_commonhostel,work_public,work_shared,work_hired,work_own_motor,work_bicycle,work_walking
2374,Puttalam,1,2,2,2,5,1,1,7,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2375,Puttalam,2,1,5,2,5,1,8,5,2,2,2,2,-0.5,1.0,0.5,-0.5,0.5,1.0,1.0,1.0,2.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2376,Kandy,1,2,5,2,4,2,8,10,2,2,2,2,0.5,1.0,-2.5,-0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2377,Colombo,2,1,3,2,7,3,6,0,3,3,3,3,3.0,4.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,2.0,2.5,1.0,-2.5,3.5,1.0,1.0,1.0,1.0,3.5,3.5,1.0,1.0
2378,Puttalam,1,2,2,2,5,1,3,10,3,3,3,3,0.5,1.0,-0.5,-0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2379,Kaluthara,1,2,4,2,4,3,7,8,2,1,1,1,-1.0,2.0,2.0,-2.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,-4.0,-1.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0
2380,Kaluthara,1,1,3,3,4,3,6,0,2,2,2,2,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-5.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2382,Kandy,2,1,2,2,5,1,5,0,5,5,5,5,1.0,-1.0,1.0,0.0,1.0,1.0,-0.5,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2383,Puttalam,1,2,5,1,4,1,3,3,3,1,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2384,Kaluthara,1,2,3,2,7,1,3,1,3,3,3,3,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-5.0,-1.0,1.0,1.0,3.5,1.0,1.0,-1.0,1.0,1.0
2386,Galle,1,1,1,1,4,3,9,10,2,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,-1.0
2387,Colombo,1,1,6,3,4,3,6,0,2,1,1,1,3.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2388,Kaluthara,1,2,5,2,5,3,9,10,2,1,1,1,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,0.5,2.5,1.0,0.5
2390,Kandy,2,1,3,2,5,3,5,0,3,3,3,3,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2391,Kandy,1,2,3,2,4,3,10,3,2,1,1,1,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2392,Kandy,1,2,3,2,4,2,10,10,2,1,1,1,0.5,2.0,1.0,-3.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2393,Galle,1,2,4,2,3,3,6,0,2,1,1,1,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,0.5
2394,Kaluthara,2,1,2,2,6,1,3,4,5,5,5,5,1.0,0.5,1.0,1.0,1.0,1.0,-2.5,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,2.5,1.0,1.0,1.0,5.0,-2.5,1.0,-1.5,1.0,1.0
2395,Puttalam,2,1,3,3,1,2,6,0,2,2,2,2,3.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,3.5,1.0,1.0,1.0,4.5,1.0,1.0,1.5,1.0,3.0,1.0,1.0,1.0
2396,Puttalam,1,2,4,2,3,1,10,10,2,1,1,1,-1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2397,Kandy,1,2,3,2,4,1,10,10,3,2,2,2,-1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.5,1.0,1.0,-1.5,1.0,1.0
2398,Kaluthara,1,2,5,2,4,3,7,10,3,3,3,3,-1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,5.0,2.0,1.0,-1.0,-1.0,-2.5,1.0,-3.5,-1.0,1.0,1.0,1.0,1.0,2.0,-1.0,1.0,1.0
2399,Galle,1,2,4,2,3,3,3,10,3,2,2,3,-1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2400,Puttalam,2,1,2,2,4,3,6,0,2,1,1,2,2.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2401,Puttalam,2,1,2,2,4,3,6,0,2,2,2,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2402,Kaluthara,2,1,4,2,4,1,5,0,5,5,5,5,2.5,2.5,2.5,-2.5,-0.5,0.5,1.0,1.0,1.0,2.5,1.0,1.0,-0.5,-0.5,-0.5,0.5,-3.5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2403,Puttalam,1,1,6,2,3,1,6,0,1,1,1,1,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,4.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2404,Puttalam,1,2,4,2,4,1,10,10,3,1,2,3,-0.5,1.0,1.0,0.5,1.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,-1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2405,Puttalam,1,2,1,2,4,1,10,4,3,1,1,1,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2406,Kaluthara,1,2,4,2,5,1,2,10,5,5,5,5,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,-1.0,2.0,1.0,-1.0,1.0,0.5,2.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2407,Kaluthara,1,2,4,2,3,2,10,10,2,1,1,1,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-2.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.5
2408,Puttalam,1,2,2,1,4,1,3,4,3,1,2,3,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
2410,Puttalam,1,1,7,2,1,1,6,0,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
2411,Vauniya,2,1,2,2,4,2,6,0,2,1,1,2,3.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2412,Puttalam,1,2,3,2,4,1,10,3,3,2,2,2,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,4.0,2.5,1.0,1.0,2.5,0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2413,Kaluthara,1,2,3,2,3,3,9,10,2,1,1,2,-1.0,1.0,1.0,-0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.5,0.5
2414,Puttalam,1,2,1,2,5,1,1,6,5,5,5,5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0
2415,Puttalam,1,2,5,2,4,1,6,0,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2417,Galle,1,2,3,2,3,1,9,10,2,1,1,1,-1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,-4.0,4.0,1.0,2.5,1.0,1.0,1.0,1.0,-2.5
2418,Kaluthara,1,2,6,2,3,1,6,0,3,2,2,3,0.5,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,-4.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2419,Kaluthara,1,2,3,2,4,1,3,10,3,2,2,2,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2420,Galle,3,1,1,2,5,1,5,0,3,1,1,1,0.5,0.5,2.5,-1.5,-0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2421,Kaluthara,1,1,3,2,4,1,10,10,3,1,1,1,1.0,1.0,-0.5,0.0,1.0,0.0,1.0,1.0,1.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2422,Galle,1,2,5,2,4,1,8,10,2,1,1,1,-0.5,0.5,1.0,0.5,-0.5,0.0,1.0,-0.5,1.0,-1.0,1.0,3.5,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2423,Galle,1,2,1,2,4,1,3,10,3,2,3,3,0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,1.0
2424,Galle,1,2,6,2,4,1,1,7,5,5,5,5,0.5,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
2425,Kaluthara,1,1,6,3,4,3,6,0,3,3,3,3,-1.0,1.0,1.0,-2.0,-2.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-3.5,3.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
2427,Galle,1,1,6,3,3,1,10,10,1,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2428,Matale,1,2,3,2,4,1,10,4,2,1,1,2,-0.5,1.0,0.5,-1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2429,Kaluthara,1,1,5,3,5,1,1,2,3,3,3,3,-1.0,1.0,1.0,-0.5,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
2430,Puttalam,1,2,2,2,4,1,2,3,3,3,3,3,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2431,Galle,1,2,5,2,4,1,8,10,3,3,3,3,0.5,1.5,0.5,-0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,3.0,1.0,1.0,4.0,-0.5,1.0,1.0,1.0,1.0
2432,Kaluthara,1,2,2,2,5,1,1,6,3,3,3,3,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,0.5,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0,1.0
2433,Kaluthara,1,2,4,2,5,1,8,6,2,2,2,2,-1.0,1.0,0.5,0.5,1.0,1.0,1.0,-1.0,1.0,5.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2434,Kaluthara,1,2,4,2,4,1,8,6,3,3,3,3,0.5,1.0,-0.5,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,0.5,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2435,Kaluthara,1,2,5,2,4,1,10,9,3,2,3,3,-1.0,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0
2436,Galle,1,2,5,2,4,1,6,0,3,3,3,3,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,0.5,-3.5,2.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5
2437,Kaluthara,1,2,3,2,5,1,10,10,2,1,1,1,-1.0,1.0,0.5,-0.5,0.5,0.5,1.0,0.5,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2438,Kaluthara,2,1,3,2,5,1,5,10,3,3,2,2,-0.5,1.0,2.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5
2439,Galle,1,1,4,2,5,1,6,0,3,1,3,3,-0.5,-0.5,-0.5,1.0,-0.5,0.5,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0
2440,Kaluthara,1,2,4,2,4,1,10,3,2,1,1,1,-1.0,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,-0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2441,Galle,1,2,2,2,5,1,1,6,3,3,3,3,0.5,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,0.5,1.0,-1.0,-1.0,0.5,1.0,1.0,1.0,0.5
2442,Kaluthara,1,2,3,2,5,1,10,10,1,1,1,1,0.5,2.5,2.5,1.0,-1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,2.5,1.0,1.0,1.0,4.0,0.5,1.0,1.0,1.0,1.0,4.0,0.5,1.0
2444,Matale,1,2,2,2,5,3,3,3,2,2,2,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
2445,Matale,1,2,4,2,5,3,10,10,3,1,1,1,0.5,1.0,5.0,1.0,1.0,1.0,1.0,-0.5,2.0,4.0,1.0,1.0,3.5,3.5,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2446,Kaluthara,2,1,3,2,4,1,5,0,3,1,1,3,2.5,1.0,1.0,-0.5,-2.5,1.0,1.0,1.0,1.0,0.5,2.5,1.0,0.5,0.5,-0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2447,Matale,1,2,4,2,3,1,10,10,3,2,2,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,-0.5
2448,Galle,3,2,1,1,5,1,6,0,3,1,1,1,2.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,4.0,0.5,1.0,4.0,1.0,1.0,1.0,0.5,1.0
2449,Galle,1,2,2,2,6,1,3,3,2,2,2,2,-2.5,4.0,2.0,0.5,-0.5,1.0,2.0,-0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,-0.5,0.5,-0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2450,Kaluthara,1,1,3,2,4,1,3,4,3,1,1,1,2.5,1.0,2.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5
2452,Kaluthara,1,2,3,2,4,1,10,10,3,3,3,3,-0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
2453,Kaluthara,1,2,6,2,4,1,6,0,1,1,1,1,-1.0,1.0,1.0,1.0,-0.5,2.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
2454,Galle,1,2,4,2,5,1,8,6,3,3,3,3,0.5,-0.5,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,-2.5,4.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2456,Kaluthara,1,1,3,3,4,1,3,10,2,1,1,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,5.0,-0.5,0.5,1.0,1.0,1.0
2458,Kaluthara,1,2,5,2,4,1,8,3,2,2,2,2,-1.0,1.0,0.5,0.5,1.0,1.0,1.0,-4.0,1.0,4.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2459,Kaluthara,1,2,4,2,5,1,8,10,3,3,3,3,1.0,-1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,-0.5,-3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
2460,Galle,2,1,4,2,4,1,5,0,2,1,1,1,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0
2461,Kaluthara,1,2,3,2,5,1,3,10,5,5,5,5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,0.5,-3.5,1.0,-0.5,1.5,1.0,1.0,2.0,1.0,1.0,-2.0,1.0,1.0
2462,Galle,1,1,5,3,4,1,8,7,5,5,5,5,0.5,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,-1.0,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,-0.5,-1.0,1.0,0.5,1.0,1.0
2463,Galle,1,2,5,3,4,1,6,0,3,2,2,2,0.5,1.0,0.5,-0.5,-0.5,1.0,1.0,-4.0,1.0,5.0,1.0,1.0,-0.5,-1.0,1.0,2.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2464,Ampara,2,1,3,2,4,3,6,0,3,2,2,3,2.0,2.5,2.0,-0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2465,Kaluthara,1,2,3,2,5,1,3,8,3,3,3,3,-1.0,0.5,0.5,-0.5,1.0,1.0,0.5,1.0,1.0,5.0,1.0,1.0,-0.5,-1.0,0.5,1.0,-3.5,3.5,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0
2466,Kaluthara,1,2,4,2,5,1,1,7,5,5,5,5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,-0.5,1.0,1.0
2467,Matale,1,2,4,2,4,1,1,6,3,3,3,3,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,-0.5,-0.5,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2468,Galle,1,2,4,2,5,1,10,10,3,3,3,3,0.5,1.0,-1.0,1.0,1.0,-0.5,0.5,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2469,Matale,1,2,3,2,4,1,10,4,3,2,2,2,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
2471,Galle,2,1,5,2,4,1,1,2,5,5,5,5,-0.5,0.5,1.0,-0.5,1.0,1.0,1.0,-0.5,1.0,2.0,1.0,1.0,-1.0,1.0,-0.5,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0
2472,Kaluthara,1,2,3,2,4,3,10,10,2,1,2,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2473,Kaluthara,1,2,3,2,4,1,3,3,5,5,5,5,-0.5,0.5,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,-0.5,-2.5,1.0,1.0
2474,Kaluthara,1,2,2,2,4,1,3,4,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2475,Kaluthara,1,2,2,2,5,1,3,10,3,3,3,3,-0.5,1.0,-0.5,-0.5,1.0,1.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,5.0,-3.5,1.0,1.0,1.0,1.0
2476,Galle,1,1,6,3,4,1,8,7,2,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2477,Kaluthara,1,2,3,2,5,1,8,6,3,3,3,3,-0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2478,Ampara,1,2,2,2,6,3,7,10,4,4,4,3,3.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,-1.5,4.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0
2479,Kegalle,2,1,4,2,4,3,5,0,2,2,2,2,0.5,1.0,2.5,-0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
2480,Kaluthara,1,2,4,2,4,1,10,10,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5
2481,Kaluthara,3,2,1,2,5,1,3,10,3,1,1,1,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.5,2.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,4.0,1.0,0.5,0.5,1.0,0.0,4.0,1.0,1.0
2482,Kaluthara,1,2,2,2,3,1,3,10,3,2,2,2,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
