Household No.,DIS,Relationship,Gender,Age,Marital status,Educational Level,Ethnicity,Employment status,Employment_sector,Income PP,Income FP,Income SP,Income TP,neighborhood_shop,main_super_market,mini_super_market,home_delivery,own_field,govt_ngo,online,neighbors,fairs,bank_city,bank_near,local_financial,atm_city,atm_near,online_banking,post_office,work_from_home,come_from_home,come_from_renthouse,come_from_commonhostel,work_public,work_shared,work_hired,work_own_motor,work_bicycle,work_walking
2483,Kegalle,1,2,2,2,5,3,3,1,3,3,3,3,-0.5,0.5,1.0,0.5,1.0,0.5,-0.5,-0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,0.5,1.0,-4.5,4.5,1.0,1.0,1.0,5.0,-5.0,1.0,1.0,1.0
2484,Kaluthara,1,2,3,2,1,1,10,10,3,1,1,2,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,1.0,0.5,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2485,Matale,1,1,5,2,3,2,6,0,3,3,3,3,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.5,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0
2488,Colombo,1,2,2,2,5,1,3,5,3,3,3,3,1.0,-1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-5.0,4.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2489,Colombo,1,2,1,2,4,1,10,10,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2490,Colombo,1,2,4,2,4,1,10,10,3,3,3,3,0.5,0.5,-1.0,0.0,1.0,0.5,1.0,-0.5,1.0,5.0,1.0,0.5,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2492,Colombo,1,2,3,2,5,1,10,10,3,3,3,3,0.5,-1.0,0.5,-0.5,1.0,0.5,0.5,1.0,1.0,3.5,1.0,1.0,-0.5,-1.0,0.5,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2494,Anuradhapura,1,2,4,2,4,1,1,10,3,3,3,3,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2495,Kaluthara,1,2,3,2,4,1,8,6,3,3,3,3,-0.5,1.0,0.5,0.5,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2496,Kaluthara,1,2,3,2,4,1,4,10,3,1,2,2,-0.5,1.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
2497,Kurunegala,1,2,4,2,4,1,10,4,2,1,2,2,0.5,1.0,1.0,-0.5,-0.5,1.0,1.0,1.0,1.0,2.5,1.0,-0.5,0.5,0.5,1.0,2.0,0.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2499,Kegalle,1,2,5,2,4,3,10,10,3,1,1,1,-2.0,3.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2500,Colombo,1,2,4,2,5,1,3,10,5,5,5,5,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-0.5,1.0,0.5,1.0,-1.0,2.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2501,Colombo,1,2,4,2,4,1,10,10,2,1,1,1,0.5,-0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
2502,Colombo,1,2,3,2,5,1,10,10,3,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2503,Anuradhapura,1,2,2,2,5,1,3,3,3,1,3,3,-1.5,1.0,1.0,-1.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,-1.0,1.0,-3.0,1.0,-2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
2504,Colombo,1,1,4,4,4,1,6,0,3,2,2,3,0.5,1.0,-1.0,1.0,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,2.0,-3.5,-1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,0.5
2505,Colombo,2,1,1,2,4,1,5,0,3,1,1,1,2.5,1.0,3.0,-0.5,0.0,2.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2506,Kegalle,1,2,1,2,5,3,3,10,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,0.5
2507,Colombo,1,2,4,2,5,1,8,4,3,3,3,3,0.5,-1.0,0.5,-0.5,1.0,1.0,1.0,-0.5,1.0,5.0,1.0,1.0,-0.5,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2508,Kegalle,1,2,2,2,5,3,10,10,5,5,5,5,0.5,-0.5,2.0,1.0,1.0,0.0,-0.5,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,-2.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2509,Anuradhapura,1,2,1,2,7,1,1,7,3,3,3,3,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2510,Colombo,1,2,3,2,4,1,10,3,3,1,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-0.5
2511,Kurunegala,2,1,1,2,5,1,1,7,5,3,3,5,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2512,Colombo,1,1,7,3,3,1,6,0,3,1,1,1,-0.5,0.5,1.0,-0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2513,Kurunegala,1,2,3,2,4,1,10,9,2,2,2,2,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.5,1.0
2514,Kegalle,1,2,6,2,4,3,3,10,3,2,2,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
2515,Kurunegala,1,2,4,2,7,3,1,2,3,3,3,3,0.5,1.0,1.0,-0.5,-0.5,2.0,1.0,1.0,1.0,2.5,1.0,1.0,-0.5,-0.5,1.0,2.0,-1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
2516,Kegalle,2,1,4,2,4,3,6,0,3,2,2,2,-0.5,1.0,0.5,0.5,1.0,0.0,1.0,-0.5,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2517,Kegalle,1,2,5,2,4,3,10,8,3,1,1,3,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2520,Colombo,1,1,4,3,4,1,3,8,3,3,3,3,0.5,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-0.5,1.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
2521,Colombo,1,2,3,2,5,1,10,4,5,5,5,5,-0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2522,Colombo,1,2,4,2,5,1,3,4,3,3,3,3,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,-1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0
2523,Anuradhapura,1,1,4,2,5,1,6,0,1,5,5,5,-1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
2524,Kurunegala,1,2,3,2,7,1,1,2,5,5,5,5,-1.0,2.0,1.0,-1.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,-1.0,1.0,-3.5,1.0,-3.5,3.5,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0
2525,Kegalle,1,2,5,2,4,1,6,0,3,3,3,3,0.5,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,3.5,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
2526,Kurunegala,2,1,2,2,5,1,5,0,1,1,1,1,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2527,Colombo,1,2,3,2,5,1,1,7,3,3,3,3,-0.5,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2528,Colombo,2,1,3,2,4,1,5,0,3,3,3,3,-2.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2529,Kurunegala,1,2,1,2,4,1,3,4,2,2,2,2,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2530,Colombo,1,1,5,2,4,1,3,3,3,3,3,3,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,-1.0,0.5,1.0,1.0,0.5
2531,Colombo,2,1,2,2,4,1,5,0,1,3,3,3,0.5,1.0,2.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2532,Colombo,1,2,6,2,4,1,6,0,3,3,3,3,0.5,-0.5,1.0,0.0,1.0,1.0,-0.5,-0.5,2.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2533,Kegalle,1,2,4,2,5,1,1,6,5,5,5,5,-0.5,1.0,-0.5,1.0,-0.5,1.0,1.0,-0.5,1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2534,Kurunegala,1,2,2,2,4,1,10,10,2,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2535,Kurunegala,1,2,4,3,4,1,10,3,3,3,3,3,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2536,Anuradhapura,1,2,5,2,4,1,10,10,1,1,1,1,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2537,Colombo,1,2,3,2,4,1,10,10,3,2,2,3,-1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,0.5
2538,Colombo,1,2,4,2,4,1,10,10,3,2,2,2,2.5,1.0,1.0,-3.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,-0.5,1.0,1.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0
2539,Colombo,1,2,4,2,4,1,1,10,3,3,3,3,-1.0,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2540,Colombo,1,2,5,2,5,1,8,3,5,5,5,5,-4.0,3.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,5.0,1.0,1.0,3.5,3.5,-4.0,1.0,-3.0,3.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2542,Kegalle,3,2,2,2,5,1,10,10,3,1,1,1,-2.0,3.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2544,Kegalle,1,1,5,3,4,1,6,0,5,5,5,5,-0.5,-0.5,1.0,0.5,-2.5,1.0,1.0,-0.5,1.0,-1.0,1.0,-0.5,-0.5,-0.5,-0.5,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2546,Anuradhapura,1,2,5,2,4,1,6,0,5,5,5,5,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,1.0,-2.5,1.0,-3.5,4.5,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
2548,Anuradhapura,1,2,5,2,4,1,8,7,3,3,3,3,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2549,Anuradhapura,1,2,3,1,4,1,10,10,2,2,2,2,-1.0,1.0,1.0,-2.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2550,Anuradhapura,1,2,1,1,4,1,10,3,3,2,2,2,-0.5,1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0
2551,Kegalle,1,2,5,2,5,1,8,7,3,3,3,3,0.5,1.0,-1.0,-0.5,0.5,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2553,Colombo,1,2,4,2,3,1,9,10,2,1,1,1,-0.5,1.0,0.5,0.0,1.0,0.5,1.0,-0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.5
2554,Kurunegala,1,2,4,2,5,1,3,4,3,2,2,2,0.5,1.0,1.0,-0.5,0.5,2.0,1.0,1.0,4.0,0.5,1.0,4.0,0.5,0.5,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
2555,Kurunegala,1,2,3,2,4,1,10,10,3,2,3,3,0.5,2.0,2.0,-1.5,-0.5,2.0,1.0,1.0,1.0,2.5,1.0,1.0,0.5,0.5,-0.5,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2556,Kegalle,1,1,6,3,3,1,6,0,3,1,1,1,-0.5,1.0,1.5,0.5,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2557,Kurunegala,1,2,4,2,5,1,6,0,3,1,2,2,0.5,1.0,1.0,-0.5,-0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2558,Kegalle,1,2,1,2,5,1,1,10,3,3,3,3,0.5,0.5,-0.5,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,-0.5,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2559,Kurunegala,1,2,4,2,5,1,1,7,3,3,3,3,0.5,1.0,1.0,1.0,-2.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0
2560,Colombo,1,2,4,2,3,1,7,10,2,1,1,1,-0.5,0.5,0.5,-1.0,1.0,0.5,1.0,-0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2562,Kegalle,1,2,5,2,7,1,8,5,5,5,5,5,0.5,-0.5,1.0,0.5,-0.5,1.0,-1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,-5.0,-1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,1.0
2563,Colombo,2,1,2,2,4,1,3,10,3,3,3,3,0.5,2.5,2.5,-0.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,1.5,-0.5,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,1.0,0.5
2564,Kegalle,1,2,4,2,5,1,8,6,3,3,3,3,-0.5,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2565,Colombo,2,1,4,2,5,1,10,2,3,3,3,3,0.5,0.5,0.5,-0.5,0.5,1.0,1.0,1.0,1.0,2.5,1.0,1.0,2.5,1.5,1.0,1.0,-0.5,2.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,1.0
2566,Kurunegala,1,2,3,2,4,1,3,10,2,1,1,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2567,Anuradhapura,1,2,1,2,4,1,10,10,2,1,1,1,-0.5,1.0,1.0,0.5,-0.5,2.0,1.0,-0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
2568,Kurunegala,1,2,4,2,7,1,1,2,3,3,3,3,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2569,Colombo,1,2,3,2,4,1,1,6,5,5,5,5,-2.5,2.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-3.5,1.0,1.0,5.0,1.0,-5.0,-0.5,1.0,1.0,1.0,1.0,1.0
2571,Kegalle,1,2,6,3,4,1,8,10,3,3,3,3,-0.5,-0.5,1.0,1.0,1.0,1.0,-0.5,-0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,-2.5,2.0,1.0,-1.0,1.0,1.0,2.5,1.0,1.0,-0.5,1.0,1.0
2572,Kurunegala,1,2,5,2,7,1,8,10,5,5,5,5,0.5,4.0,2.0,1.0,1.0,1.0,-2.5,1.0,1.0,-1.0,1.0,1.0,-0.5,-0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2573,Colombo,1,2,5,2,5,1,8,7,5,5,5,5,0.5,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,3.5,0.5,1.0,3.5,-1.0,0.5,1.0,-2.5,3.5,1.0,1.0,1.0,1.0,0.5,-1.0,1.0,1.0
2574,Anuradhapura,1,2,4,3,1,1,9,10,2,2,2,2,-0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,3.5
2575,Anuradhapura,1,2,4,2,3,1,10,10,2,1,1,1,-0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0
2576,Anuradhapura,1,1,4,2,4,3,9,10,2,2,2,2,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2577,Kegalle,1,2,5,2,4,1,6,0,2,2,2,2,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-5.0,5.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
2578,Kegalle,2,1,5,2,7,1,1,2,3,3,3,3,0.5,0.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,4.0,-3.5,-0.5,2.5,1.0,1.0
2579,Colombo,2,1,2,2,5,1,6,0,1,1,1,1,-0.5,1.0,-0.5,-1.0,-2.0,-0.5,0.5,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2581,Nuwera Eliya,2,1,1,2,4,2,6,0,2,1,1,1,2.0,1.0,1.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2582,Nuwera Eliya,2,1,3,2,4,2,9,9,2,1,1,1,1.5,1.0,2.0,1.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2583,Colombo,1,2,5,2,5,1,8,7,5,5,5,5,0.5,-1.0,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,-1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2584,Kurunegala,1,2,3,2,4,1,10,9,2,1,1,1,-0.5,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,4.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2585,Kurunegala,1,1,2,2,6,1,1,1,3,3,3,3,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,-1.0,1.0,1.0,2.5,-3.5,1.0,1.0,1.0,1.0
2586,Anuradhapura,1,1,4,3,4,1,9,10,3,2,2,2,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5
2587,Kegalle,1,2,2,2,7,1,1,7,5,5,5,5,0.5,0.5,0.5,-0.5,1.0,0.5,1.0,0.5,1.0,5.0,1.0,1.0,0.5,-1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
2588,Kegalle,1,2,3,2,5,1,3,1,2,1,2,1,-1.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,2.0,2.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
2589,Kegalle,1,2,4,2,4,1,4,4,2,1,1,1,-0.5,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5
2591,Kegalle,1,2,2,2,6,1,3,10,5,5,5,5,1.0,0.5,-0.5,0.5,1.0,1.5,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,0.5,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0
2592,Kegalle,1,2,5,3,5,1,3,10,5,5,5,5,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2593,Kurunegala,1,2,4,2,6,1,10,3,2,2,2,2,-1.0,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.5,-0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2594,Kurunegala,1,2,3,2,4,1,10,10,3,2,2,2,1.0,1.0,-1.0,-0.5,-0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2595,Kurunegala,1,2,3,2,4,1,10,9,3,3,3,3,0.5,1.0,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.5,-0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
